N,P,K,temperature,humidity,ph,rainfall,Total_Nutrients,Temperature_Humidity,Log_Rainfall,Label,Label_Encoded
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,106,2011.632593,3.80856347,peas,8
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,96,1750.439821,3.92145276,peas,8
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,104,1704.643366,3.836549448,peas,8
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,111,1705.198862,3.658709889,peas,8
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,89,1244.983945,3.908065843,peas,8
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,100,1913.456041,3.777891296,peas,8
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,118,1481.863524,3.83735922,peas,8
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,102,1334.52322,3.9777885,peas,8
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,93,1618.736224,3.926699201,peas,8
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,102,1481.497939,3.671329113,peas,8
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,96,1409.996478,3.604167502,peas,8
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,106,1963.942279,3.827696337,peas,8
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,103,1695.304739,3.898723191,peas,8
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,110,1735.655724,3.584486474,peas,8
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,112,1473.737166,3.811899704,peas,8
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,93,1572.930467,3.615953516,peas,8
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,93,1378.588414,3.940281173,peas,8
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,133,1751.667144,4.014184967,peas,8
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,92,1524.405309,3.876613937,peas,8
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,109,1671.239616,3.66902632,peas,8
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,137,1957.125308,3.593697907,peas,8
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,108,1810.629929,3.640580567,peas,8
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,118,1797.261214,3.641741977,peas,8
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,115,1592.005536,3.897546217,peas,8
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,132,1494.7139,3.996530693,peas,8
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,117,1359.318968,3.781802482,peas,8
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,100,1200.734756,3.755848362,peas,8
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,113,1973.559342,3.60268796,peas,8
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,89,1666.04854,3.893144178,peas,8
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,102,1618.445832,3.839384351,peas,8
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,123,1233.138508,3.99480201,peas,8
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,119,1536.091973,3.693462562,peas,8
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,102,1512.425977,3.7657804,peas,8
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,106,1751.207491,3.64966053,peas,8
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,114,1176.084512,3.961750411,peas,8
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,97,1132.390259,3.943770713,peas,8
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,95,1617.825258,3.869266866,peas,8
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,111,1455.297016,3.923005142,peas,8
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,101,1710.498473,3.74844154,peas,8
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,90,1600.874225,3.629204829,peas,8
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,102,1254.891717,3.689127458,peas,8
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,109,1819.713751,3.979833549,peas,8
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,91,1505.147775,3.871515692,peas,8
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,131,1682.705131,3.781293375,peas,8
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,94,1260.53385,3.98984838,peas,8
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,82,1745.249346,3.860367684,peas,8
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,103,1836.136614,3.930656923,peas,8
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,110,1804.779035,3.624371242,peas,8
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,117,1648.501092,3.935166667,peas,8
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,116,1389.200616,3.863330583,peas,8
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,123,1489.010525,3.991285641,peas,8
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,123,1378.725839,3.811962423,peas,8
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,99,1714.118681,3.75210787,peas,8
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,111,1428.923015,3.613673941,peas,8
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,134,1781.791642,3.951699917,peas,8
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,89,2069.804123,3.962043095,peas,8
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,105,1737.514007,3.833161832,peas,8
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,84,1921.744645,3.852397238,peas,8
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,124,1327.093177,3.890332563,peas,8
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,104,1392.958358,3.981602287,peas,8
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,103,1377.117766,3.665523672,peas,8
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,82,1775.2772,3.733150611,peas,8
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,122,1338.677463,3.990872612,peas,8
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,125,1584.897571,3.731588489,peas,8
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,64,2250.547661,4.727108684,turnips,9
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,61,1767.882893,4.691768827,turnips,9
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,70,1641.732819,4.639750108,turnips,9
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,94,2282.1552,4.711615083,turnips,9
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,65,2017.91156,4.704024983,turnips,9
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,94,2306.681639,4.704263376,turnips,9
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,80,2014.532915,4.662453366,turnips,9
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,76,2082.46258,4.681815623,turnips,9
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,93,1810.195848,4.691736389,turnips,9
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,64,2143.586607,4.704046868,turnips,9
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,55,2123.503667,4.661261067,turnips,9
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,67,2121.603616,4.670579401,turnips,9
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,80,1715.642931,4.694250874,turnips,9
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,65,2276.089091,4.659066443,turnips,9
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,91,2120.024185,4.68844171,turnips,9
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,73,1753.128922,4.696352433,turnips,9
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,86,2064.495519,4.661754972,turnips,9
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,71,2047.508337,4.643037466,turnips,9
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,58,1610.149495,4.692041886,turnips,9
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,85,2124.866604,4.669552358,turnips,9
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,57,2022.105108,4.724402466,turnips,9
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,112,2053.26116,4.731229711,turnips,9
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,89,1797.945187,4.685290041,turnips,9
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,64,1677.655638,4.665168707,turnips,9
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,81,1766.595062,4.721012273,turnips,9
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,59,2115.931925,4.70134029,turnips,9
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,67,1652.097386,4.64247876,turnips,9
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,74,2019.190332,4.680931251,turnips,9
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,75,1656.929342,4.695703985,turnips,9
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,81,1761.754016,4.643044647,turnips,9
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,78,2224.420999,4.646282706,turnips,9
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,97,1687.107604,4.71867452,turnips,9
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,86,1764.529139,4.657515811,turnips,9
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,82,1659.561341,4.720996211,turnips,9
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,69,1890.774578,4.654224183,turnips,9
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,86,1768.441314,4.693444102,turnips,9
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,65,2093.398718,4.720490383,turnips,9
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,101,2351.211022,4.652816217,turnips,9
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,69,2317.869688,4.660354582,turnips,9
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,75,2115.479228,4.720984693,turnips,9
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,107,1763.002407,4.691949344,turnips,9
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,78,1956.459983,4.661405902,turnips,9
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,71,1974.95204,4.708354011,turnips,9
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,94,1817.713925,4.718189124,turnips,9
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,84,2074.649516,4.681405068,turnips,9
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,75,2280.735393,4.703071024,turnips,9
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,94,1729.418124,4.673184664,turnips,9
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,64,2026.659951,4.731447681,turnips,9
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,86,1951.203996,4.711724046,turnips,9
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,59,1957.393362,4.675458743,turnips,9
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,68,2224.412477,4.683936732,turnips,9
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,95,2180.220952,4.665550771,turnips,9
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,72,1999.060361,4.687359024,turnips,9
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,63,1658.645318,4.706484102,turnips,9
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,55,2006.179677,4.647446873,turnips,9
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,92,2210.972738,4.713671577,turnips,9
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,65,1752.237502,4.640091318,turnips,9
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,71,1712.030173,4.718693432,turnips,9
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,66,1683.263915,4.676189558,turnips,9
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,57,2141.131698,4.659824286,turnips,9
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,64,2238.908825,4.663356845,turnips,9
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,97,1788.794474,4.644675414,turnips,9
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,87,1816.274038,4.704499491,turnips,9
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,80,1911.585286,4.680913482,turnips,9
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,95,2106.082188,4.721867916,turnips,9
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,70,2221.842515,4.669280447,turnips,9
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,74,2261.005617,4.718171938,turnips,9
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,111,2192.661375,4.715777479,turnips,9
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,79,1826.28409,4.651179396,turnips,9
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,89,2063.562598,4.641009078,turnips,9
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,79,1969.664244,4.713515307,turnips,9
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,83,2011.307128,4.660456578,turnips,9
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,74,2210.29178,4.719732125,turnips,9
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,69,1682.618749,4.667925798,turnips,9
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,62,1688.689431,4.697561545,turnips,9
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,41,2213.253265,4.668418985,turnips,9
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,75,2197.236739,4.729091249,turnips,9
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,65,2071.155078,4.724873169,turnips,9
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,87,2158.24293,4.688072589,turnips,9
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,101,1636.354817,4.662324228,turnips,9
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,57,1843.697815,4.70278474,turnips,9
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,74,2193.218863,4.669944169,turnips,9
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,87,2185.038183,4.678597677,turnips,9
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,67,1731.128176,4.674329421,turnips,9
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,88,1897.836508,4.714709579,turnips,9
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,100,1795.692513,4.687766441,turnips,9
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,72,1687.18856,4.731583378,turnips,9
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,66,2001.794065,4.700805401,turnips,9
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,101,1682.525591,4.708746997,turnips,9
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,68,2223.608291,4.650155133,turnips,9
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,61,2209.957207,4.681924937,turnips,9
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,88,2105.391413,4.710370298,turnips,9
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,90,2081.894562,4.674027536,turnips,9
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,105,1902.863501,4.658148788,turnips,9
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,92,1551.229373,4.682178426,turnips,9
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,101,1716.911608,4.730366087,turnips,9
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,59,1782.800493,4.64264549,turnips,9
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,75,1969.226763,4.675427952,turnips,9
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,102,2207.52264,4.707795525,turnips,9
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,73,2058.951533,4.694207815,turnips,9
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,231,2239.274841,4.541467679,carrots,10
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,250,2287.194394,4.625457785,carrots,10
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,253,2273.209106,4.662852129,carrots,10
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,216,2348.669055,4.512065167,carrots,10
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,206,2068.623796,4.73821166,carrots,10
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,240,2183.733182,4.749580008,carrots,10
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,237,2165.755031,4.588281543,carrots,10
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,250,2306.941215,4.608612478,carrots,10
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,251,2192.195697,4.743826994,carrots,10
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,234,2221.04234,4.615195444,carrots,10
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,258,2369.000865,4.602675513,carrots,10
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,242,2224.106163,4.616794994,carrots,10
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,220,2113.546502,4.781441723,carrots,10
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,244,2143.551525,4.612387164,carrots,10
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,230,2189.568967,4.694971748,carrots,10
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,217,2095.964051,4.601832565,carrots,10
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,227,2032.211821,4.794533309,carrots,10
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,233,2204.698774,4.697426982,carrots,10
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,221,1941.577574,4.642338522,carrots,10
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,251,2368.59268,4.763554895,carrots,10
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,261,2023.963509,4.784870195,carrots,10
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,238,2046.417958,4.597314161,carrots,10
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,212,2133.716259,4.526823975,carrots,10
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,198,2222.36693,4.664171837,carrots,10
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,244,2158.251574,4.728007125,carrots,10
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,211,2304.919811,4.533441693,carrots,10
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,233,2261.156033,4.518165485,carrots,10
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,240,1978.04778,4.544384314,carrots,10
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,246,2147.79378,4.596810541,carrots,10
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,219,2185.735306,4.705385239,carrots,10
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,231,2320.02098,4.773121409,carrots,10
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,225,2231.617836,4.557145445,carrots,10
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,224,2046.365774,4.789308042,carrots,10
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,221,2271.932498,4.63921771,carrots,10
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,236,2235.910035,4.705702561,carrots,10
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,234,2262.729577,4.525507361,carrots,10
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,245,2092.746266,4.736018436,carrots,10
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,246,2166.060151,4.728075327,carrots,10
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,225,2131.100044,4.784763329,carrots,10
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,227,2294.267737,4.775223301,carrots,10
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,217,2110.745631,4.685777089,carrots,10
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,219,1902.854256,4.766890533,carrots,10
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,250,2334.894686,4.730905567,carrots,10
